,target,source,num_matched_features,matched_features,num_missed_features,missed_features
14,A_01_004,B_01_064,13,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Spread.2.0
15,A_01_004,B_01_080,14,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",0,
16,A_01_004,B_02_022,13,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,SecondMinorLocation.2.0
17,A_01_004,B_03_032,13,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,ThumbContact.2.0
18,A_01_004,C_01_017,13,"SelectedFingers.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Flexion.2.0
19,A_01_004,C_02_044,13,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Spread.2.0
20,A_01_004,C_02_074,13,"SelectedFingers.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Flexion.2.0
21,A_01_004,D_01_030,13,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, UlnarRotation.2.0",1,Contact.2.0
22,A_01_004,D_01_062,13,"SelectedFingers.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Flexion.2.0
23,A_01_004,D_01_081,13,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Spread.2.0
24,A_01_004,D_03_067,13,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Spread.2.0
25,A_01_004,E_01_36,13,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Spread.2.0
26,A_01_004,E_02_47,13,"SelectedFingers.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Flexion.2.0
27,A_01_004,F_01_30,14,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",0,
28,A_01_004,F_01_39,13,"SelectedFingers.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Flexion.2.0
29,A_01_004,F_03_31,13,"SelectedFingers.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Flexion.2.0
30,A_01_004,F_03_61,13,"SelectedFingers.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Flexion.2.0
31,A_01_004,G_01_30,13,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Spread.2.0
32,A_01_004,G_01_80,13,"SelectedFingers.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Flexion.2.0
33,A_01_004,G_01_96,13,"SelectedFingers.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Flexion.2.0
34,A_01_004,G_02_13,14,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",0,
35,A_01_004,G_03_37,13,"SelectedFingers.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Flexion.2.0
36,A_01_004,G_03_43,13,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,ThumbContact.2.0
37,A_01_004,H_03_73,13,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Spread.2.0
38,A_01_004,J_01_042,14,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",0,
39,A_01_004,J_01_093,13,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,SecondMinorLocation.2.0
40,A_01_004,J_02_070,14,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",0,
41,A_01_008,G_01_10,13,"SelectedFingers.2.0, Flexion.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,FlexionChange.2.0
42,A_01_008,H_01_78,13,"SelectedFingers.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, SecondMinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Flexion.2.0
43,A_01_009,A_01_071,11,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",0,
44,A_01_009,B_02_066,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
45,A_01_009,B_02_074,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
46,A_01_009,B_03_033,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
47,A_01_009,C_01_087,11,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",0,
48,A_01_009,C_02_078,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
49,A_01_009,D_01_023,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
50,A_01_009,D_02_049,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
51,A_01_009,D_02_085,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
52,A_01_009,D_02_087,11,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",0,
53,A_01_009,D_03_072,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
54,A_01_009,E_01_30,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
55,A_01_009,E_01_72,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
56,A_01_009,E_01_82,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
57,A_01_009,E_01_97,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
58,A_01_009,E_02_16,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Movement.2.0
59,A_01_009,E_02_32,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
60,A_01_009,E_03_33,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
61,A_01_009,E_03_68,11,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,SecondMinorLocation.2.0
62,A_01_009,E_03_79,11,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",0,
63,A_01_009,E_03_98,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
64,A_01_009,F_01_26,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
65,A_01_009,F_02_45,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
66,A_01_009,F_02_68,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
67,A_01_009,F_02_87,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
68,A_01_009,F_02_97,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
69,A_01_009,F_03_85,11,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",0,
70,A_01_009,G_01_2,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
71,A_01_009,G_01_39,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
72,A_01_009,G_01_51,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
73,A_01_009,G_01_60,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
74,A_01_009,G_02_15,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
75,A_01_009,G_02_40,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
76,A_01_009,G_02_49,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
77,A_01_009,G_02_9,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
78,A_01_009,G_02_91,11,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",0,
79,A_01_009,G_03_46,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
80,A_01_009,G_03_79,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
81,A_01_009,H_02_24,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
82,A_01_009,J_01_034,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
83,A_01_009,J_01_103,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
84,A_01_009,J_02_067,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
85,A_01_009,J_03_002,10,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
86,A_01_009,J_03_012,11,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",0,
87,A_01_009,J_03_075,11,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",0,
88,A_01_010,C_02_018,13,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, Contact.2.0, NonDominantHandshape.2.0, UlnarRotation.2.0",1,MinorLocation.2.0
89,A_01_010,E_01_83,14,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, NonDominantHandshape.2.0, UlnarRotation.2.0",1,SecondMinorLocation.2.0
90,A_01_010,E_01_90,14,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, NonDominantHandshape.2.0, UlnarRotation.2.0",0,
91,A_01_010,H_01_97,13,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, NonDominantHandshape.2.0, UlnarRotation.2.0",1,ThumbContact.2.0
92,A_01_010,J_02_046,13,"SelectedFingers.2.0, Flexion.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, NonDominantHandshape.2.0, UlnarRotation.2.0",1,ThumbContact.2.0
93,A_01_011,A_01_003,12,"SelectedFingers.2.0, FlexionChange.2.0, Spread.2.0, SpreadChange.2.0, ThumbPosition.2.0, ThumbContact.2.0, SignType.2.0, Movement.2.0, MajorLocation.2.0, MinorLocation.2.0, Contact.2.0, UlnarRotation.2.0",1,Flexion.2.0
